receipt number,PD,notice date,days,month
lin2190027555,2020-10-12 00:00:00,2021-07-27 00:00:00,288,21-Jul
lin2190027556,2020-10-12 00:00:00,2021-07-27 00:00:00,288,21-Jul
lin2190045781,2020-10-23 00:00:00,2021-07-28 00:00:00,278,21-Jul
lin2190027494,2020-10-12 00:00:00,2021-07-28 00:00:00,289,21-Jul
lin2190049498,2020-10-23 00:00:00,2021-07-28 00:00:00,278,21-Jul
lin2190036189,2020-10-20 00:00:00,2021-07-28 00:00:00,281,21-Jul
lin2190027495,2020-10-12 00:00:00,2021-07-28 00:00:00,289,21-Jul
lin2190045745,2020-10-23 00:00:00,2021-07-29 00:00:00,279,21-Jul
lin2190027612,2020-10-12 00:00:00,2021-07-29 00:00:00,290,21-Jul
lin2190027557,2020-10-12 00:00:00,2021-07-29 00:00:00,290,21-Jul
lin2190044721,2020-10-23 00:00:00,2021-07-29 00:00:00,279,21-Jul
lin2190045412,2020-10-23 00:00:00,2021-07-30 00:00:00,280,21-Jul
lin2090426240,2020-07-03 00:00:00,2021-08-02 00:00:00,395,21-Aug
lin2190049273,2020-10-23 00:00:00,2021-08-02 00:00:00,283,21-Aug
lin2090294887,2020-04-07 00:00:00,2021-08-02 00:00:00,482,21-Aug
lin2190023151,2020-10-07 00:00:00,2021-08-02 00:00:00,299,21-Aug
lin2090552398,2020-09-09 00:00:00,2021-08-03 00:00:00,328,21-Aug
lin2190027664,2020-10-12 00:00:00,2021-08-04 00:00:00,296,21-Aug
lin2190027614,2020-10-12 00:00:00,2021-08-04 00:00:00,296,21-Aug
lin2190027191,2020-10-12 00:00:00,2021-08-04 00:00:00,296,21-Aug
lin2190049600,2020-10-26 00:00:00,2021-08-05 00:00:00,283,21-Aug
lin1990497151,2019-06-03 00:00:00,2021-08-05 00:00:00,794,21-Aug
lin2190038006,2020-10-20 00:00:00,2021-08-05 00:00:00,289,21-Aug
lin2190030753,2020-10-14 00:00:00,2021-08-05 00:00:00,295,21-Aug
lin2190049270,2020-10-23 00:00:00,2021-08-05 00:00:00,286,21-Aug
lin2190045770,2020-10-23 00:00:00,2021-08-05 00:00:00,286,21-Aug
lin2190044723,2020-10-23 00:00:00,2021-08-05 00:00:00,286,21-Aug
lin2190049275,2020-10-23 00:00:00,2021-08-05 00:00:00,286,21-Aug
lin2190049596,2020-10-26 00:00:00,2021-08-06 00:00:00,284,21-Aug
lin2090438680,2020-07-14 00:00:00,2021-08-06 00:00:00,388,21-Aug
lin2190044724,2020-10-23 00:00:00,2021-08-06 00:00:00,287,21-Aug
lin2190049274,2020-10-23 00:00:00,2021-08-06 00:00:00,287,21-Aug
lin2190045746,2020-10-23 00:00:00,2021-08-06 00:00:00,287,21-Aug
lin2190045768,2020-10-23 00:00:00,2021-08-06 00:00:00,287,21-Aug
lin2090398501,2020-06-18 00:00:00,2021-08-09 00:00:00,417,21-Aug
lin2090398466,2020-06-18 00:00:00,2021-08-09 00:00:00,417,21-Aug
lin2190036263,2020-10-20 00:00:00,2021-08-09 00:00:00,293,21-Aug
lin2090389762,2020-06-15 00:00:00,2021-08-09 00:00:00,420,21-Aug
lin2090243698,2020-02-28 00:00:00,2021-08-10 00:00:00,529,21-Aug
lin2090445640,2020-07-16 00:00:00,2021-08-10 00:00:00,390,21-Aug
lin2190038005,2020-10-20 00:00:00,2021-07-26 00:00:00,279,21-Jul
lin2190049598,2020-10-26 00:00:00,2021-08-11 00:00:00,289,21-Aug
lin1990097900,2018-11-19 00:00:00,2021-08-11 00:00:00,996,21-Aug
lin2190052155,2020-10-26 00:00:00,2021-08-11 00:00:00,289,21-Aug
lin2190049272,2020-10-23 00:00:00,2021-08-11 00:00:00,292,21-Aug
lin2190053042,2020-10-26 00:00:00,2021-08-11 00:00:00,289,21-Aug
lin2190034112,2019-11-20 00:00:00,2021-08-11 00:00:00,630,21-Aug
lin2190052955,2020-10-26 00:00:00,2021-08-11 00:00:00,289,21-Aug
lin2190030854,2020-10-15 00:00:00,2021-08-12 00:00:00,301,21-Aug
lin2190030677,2020-10-15 00:00:00,2021-08-12 00:00:00,301,21-Aug
lin2190030751,2020-10-14 00:00:00,2021-08-12 00:00:00,302,21-Aug
lin2190050253,2020-10-26 00:00:00,2021-08-12 00:00:00,290,21-Aug
lin2190049594,2020-10-26 00:00:00,2021-08-12 00:00:00,290,21-Aug
lin2190030675,2020-10-15 00:00:00,2021-08-12 00:00:00,301,21-Aug
lin2190047067,2020-10-26 00:00:00,2021-08-12 00:00:00,290,21-Aug
lin2190001742,2020-09-21 00:00:00,2021-08-10 00:00:00,323,21-Aug
lin2190052875,2020-10-26 00:00:00,2021-08-12 00:00:00,290,21-Aug
lin2190049595,2020-10-26 00:00:00,2021-08-13 00:00:00,291,21-Aug
lin2190052158,2020-10-26 00:00:00,2021-08-13 00:00:00,291,21-Aug
lin2190033888,2020-10-19 00:00:00,2021-08-13 00:00:00,298,21-Aug
lin2190049803,2020-10-26 00:00:00,2021-08-13 00:00:00,291,21-Aug
lin2190047066,2020-10-26 00:00:00,2021-08-13 00:00:00,291,21-Aug
lin2190047068,2020-10-26 00:00:00,2021-08-13 00:00:00,291,21-Aug
lin2190045411,2020-10-23 00:00:00,2021-08-16 00:00:00,297,21-Aug
lin2190033531,2020-10-19 00:00:00,2021-08-16 00:00:00,301,21-Aug
lin2190049269,2020-10-23 00:00:00,2021-08-16 00:00:00,297,21-Aug
lin2190049499,2020-10-23 00:00:00,2021-08-16 00:00:00,297,21-Aug
lin2190324551,2021-03-26 00:00:00,2021-08-17 00:00:00,144,21-Aug
lin2190049271,2020-10-23 00:00:00,2021-08-17 00:00:00,298,21-Aug
lin2190052745,2018-05-01 00:00:00,2021-08-17 00:00:00,1204,21-Aug
lin2190035213,2020-10-19 00:00:00,2021-08-17 00:00:00,302,21-Aug
lin2190027665,2020-10-12 00:00:00,2021-08-17 00:00:00,309,21-Aug
lin2090322779,2020-04-30 00:00:00,2021-08-18 00:00:00,475,21-Aug
lin2090488945,2020-08-10 00:00:00,2021-08-18 00:00:00,373,21-Aug
lin2190036477,2020-10-09 00:00:00,2021-08-18 00:00:00,313,21-Aug
lin2190172163,2020-11-04 00:00:00,2021-08-19 00:00:00,288,21-Aug
lin2190052901,2020-10-26 00:00:00,2021-08-19 00:00:00,297,21-Aug
lin2190248120,2020-12-18 00:00:00,2021-08-19 00:00:00,244,21-Aug
lin2190052876,2020-10-26 00:00:00,2021-08-19 00:00:00,297,21-Aug
lin2190024373,2020-10-08 00:00:00,2021-08-21 00:00:00,317,21-Aug
lin2190026055,2020-10-09 00:00:00,2021-08-21 00:00:00,316,21-Aug
lin2190024375,2020-10-08 00:00:00,2021-08-21 00:00:00,317,21-Aug
lin2190023690,2020-10-08 00:00:00,2021-08-21 00:00:00,317,21-Aug
lin2090530465,2020-08-31 00:00:00,2021-08-23 00:00:00,357,21-Aug
lin2090445561,2020-07-16 00:00:00,2021-08-24 00:00:00,404,21-Aug
lin2090445560,2019-11-19 00:00:00,2021-08-24 00:00:00,644,21-Aug
lin1990521895,2019-06-06 00:00:00,2021-08-24 00:00:00,810,21-Aug
lin2190166645,2020-11-02 00:00:00,2021-08-25 00:00:00,296,21-Aug
lin2090001113,2019-09-27 00:00:00,2021-08-25 00:00:00,698,21-Aug
lin2190017840,2020-10-05 00:00:00,2021-08-25 00:00:00,324,21-Aug
lin2190166647,2020-11-02 00:00:00,2021-08-25 00:00:00,296,21-Aug
lin2090448017,2020-07-17 00:00:00,2021-08-25 00:00:00,404,21-Aug
lin2190128835,2020-10-30 00:00:00,2021-08-25 00:00:00,299,21-Aug
lin2190169180,2020-11-02 00:00:00,2021-08-25 00:00:00,296,21-Aug
lin2190049599,2020-10-26 00:00:00,2021-08-26 00:00:00,304,21-Aug
lin2190128590,2020-10-30 00:00:00,2021-08-26 00:00:00,300,21-Aug
lin2090540528,2020-09-08 00:00:00,2021-08-26 00:00:00,352,21-Aug
lin2090540824,2020-09-08 00:00:00,2021-08-26 00:00:00,352,21-Aug
lin2190127863,2020-10-30 00:00:00,2021-08-26 00:00:00,300,21-Aug
lin2190143889,2020-10-30 00:00:00,2021-08-26 00:00:00,300,21-Aug
lin2090548028,2020-09-14 00:00:00,2021-08-26 00:00:00,346,21-Aug
lin2190128589,2020-10-30 00:00:00,2021-08-26 00:00:00,300,21-Aug
lin2090463622,2020-07-24 00:00:00,2021-08-26 00:00:00,398,21-Aug
lin2090094763,2019-11-25 00:00:00,2021-08-23 00:00:00,637,21-Aug
lin2190125822,2020-10-30 00:00:00,2021-08-27 00:00:00,301,21-Aug
lin2190125824,2020-10-30 00:00:00,2021-08-27 00:00:00,301,21-Aug
lin2090445678,2020-07-16 00:00:00,2021-08-28 00:00:00,408,21-Aug
lin2090445643,2020-07-16 00:00:00,2021-08-28 00:00:00,408,21-Aug
lin2090445999,2020-07-16 00:00:00,2021-08-28 00:00:00,408,21-Aug
lin2090445641,2020-07-16 00:00:00,2021-08-28 00:00:00,408,21-Aug
lin2090446000,2020-07-16 00:00:00,2021-08-28 00:00:00,408,21-Aug
lin2090528510,2020-08-25 00:00:00,2021-08-30 00:00:00,370,21-Aug
lin2190052156,2020-10-26 00:00:00,2021-08-30 00:00:00,308,21-Aug
lin2190049597,2020-10-26 00:00:00,2021-08-30 00:00:00,308,21-Aug
lin2190047069,2020-10-26 00:00:00,2021-08-31 00:00:00,309,21-Aug
lin2190170909,2020-11-03 00:00:00,2021-09-01 00:00:00,302,21-Sep
lin2190171063,2020-11-03 00:00:00,2021-09-01 00:00:00,302,21-Sep
lin2190127862,2020-10-30 00:00:00,2021-09-01 00:00:00,306,21-Sep
lin2190125823,2020-10-30 00:00:00,2021-09-01 00:00:00,306,21-Sep
lin2190164144,2020-11-02 00:00:00,2021-09-01 00:00:00,303,21-Sep
lin2190169769,2020-11-02 00:00:00,2021-09-01 00:00:00,303,21-Sep
lin2190169768,2020-11-02 00:00:00,2021-09-01 00:00:00,303,21-Sep
lin2190143891,2020-10-30 00:00:00,2021-09-01 00:00:00,306,21-Sep
lin2190128588,2020-10-30 00:00:00,2021-09-07 00:00:00,312,21-Sep
lin2190172161,2020-11-04 00:00:00,2021-09-07 00:00:00,307,21-Sep
lin2 19012859,2020-10-30 00:00:00,2021-09-07 00:00:00,312,21-Sep
lin2090455039,2020-07-21 00:00:00,2021-09-08 00:00:00,414,21-Sep
lin2090456168,2020-07-21 00:00:00,2021-09-08 00:00:00,414,21-Sep
lin2190166646,2020-11-02 00:00:00,2021-09-08 00:00:00,310,21-Sep
lin2090462683,2020-07-24 00:00:00,2021-09-09 00:00:00,412,21-Sep
lin2190178515,2020-11-05 00:00:00,2021-09-10 00:00:00,309,21-Sep
lin2190172164,2020-11-04 00:00:00,2021-09-10 00:00:00,310,21-Sep
lin2190181187,2020-11-05 00:00:00,2021-09-10 00:00:00,309,21-Sep
lin2190183770,2020-11-09 00:00:00,2021-09-14 00:00:00,309,21-Sep
lin2190183773,2020-11-09 00:00:00,2021-09-14 00:00:00,309,21-Sep
lin2190181268,2020-11-09 00:00:00,2021-09-14 00:00:00,309,21-Sep
lin2090374805,2020-06-04 00:00:00,2021-09-14 00:00:00,467,21-Sep
lin2190184424,2020-11-09 00:00:00,2021-09-14 00:00:00,309,21-Sep
lin2190183772,2020-11-09 00:00:00,2021-09-15 00:00:00,310,21-Sep
lin2190181910,2020-11-06 00:00:00,2021-09-15 00:00:00,313,21-Sep
lin2190177481,2020-11-09 00:00:00,2021-09-15 00:00:00,310,21-Sep
lin2190128157,2020-10-30 00:00:00,2021-09-15 00:00:00,320,21-Sep
lin2190172162,2020-11-04 00:00:00,2021-09-15 00:00:00,315,21-Sep
lin2190183870,2020-11-06 00:00:00,2021-09-15 00:00:00,313,21-Sep
lin2190034069,2018-08-28 00:00:00,2021-09-15 00:00:00,1114,21-Sep
lin2090552762,2020-09-16 00:00:00,2021-09-16 00:00:00,365,21-Sep
lin2190181913,2020-11-06 00:00:00,2021-09-16 00:00:00,314,21-Sep
lin2190183868,2020-11-06 00:00:00,2021-09-16 00:00:00,314,21-Sep
lin2190181909,2020-11-06 00:00:00,2021-09-16 00:00:00,314,21-Sep
lin2190183766,2020-11-09 00:00:00,2021-09-16 00:00:00,311,21-Sep
lin2190181023,2020-11-09 00:00:00,2021-09-16 00:00:00,311,21-Sep
lin2190181061,2020-11-09 00:00:00,2021-09-16 00:00:00,311,21-Sep
lin2190181672,2020-11-09 00:00:00,2021-09-16 00:00:00,311,21-Sep
lin2190183768,2020-11-09 00:00:00,2021-09-17 00:00:00,312,21-Sep
lin2190185144,2020-11-09 00:00:00,2021-09-17 00:00:00,312,21-Sep
lin2190188708,2020-11-09 00:00:00,2021-09-17 00:00:00,312,21-Sep
lin2190181063,2020-11-09 00:00:00,2021-09-17 00:00:00,312,21-Sep
lin2190181026,2020-11-09 00:00:00,2021-09-17 00:00:00,312,21-Sep
lin2190181021,2020-11-09 00:00:00,2021-09-17 00:00:00,312,21-Sep
lin2190181912,2020-11-06 00:00:00,2021-09-18 00:00:00,316,21-Sep
lin2090540597,2020-09-08 00:00:00,2021-09-20 00:00:00,377,21-Sep
lin2190179129,2020-11-05 00:00:00,2021-09-21 00:00:00,320,21-Sep
lin2190173967,2020-11-05 00:00:00,2021-09-21 00:00:00,320,21-Sep
lin2190181188,2020-11-05 00:00:00,2021-09-21 00:00:00,320,21-Sep
lin2190164143,2020-11-02 00:00:00,2021-09-21 00:00:00,323,21-Sep
lin2190164145,2020-11-02 00:00:00,2021-09-21 00:00:00,323,21-Sep
lin2090531151,2020-08-31 00:00:00,2021-09-21 00:00:00,386,21-Sep
lin2190164150,2020-11-02 00:00:00,2021-09-21 00:00:00,323,21-Sep
lin2090492730,2020-08-11 00:00:00,2021-09-21 00:00:00,406,21-Sep
lin2190183864,2020-11-06 00:00:00,2021-09-28 00:00:00,326,21-Sep
lin2190195077,2020-11-12 00:00:00,2021-09-28 00:00:00,320,21-Sep
lin2190178514,2020-11-05 00:00:00,2021-09-28 00:00:00,327,21-Sep
lin2190181185,2020-11-05 00:00:00,2021-09-28 00:00:00,327,21-Sep
lin2090445720,2020-07-16 00:00:00,2021-09-28 00:00:00,439,21-Sep
lin2090227346,2020-02-20 00:00:00,2021-09-28 00:00:00,586,21-Sep
lin2190195736,2020-11-16 00:00:00,2021-09-28 00:00:00,316,21-Sep
lin1890338173,2018-03-29 00:00:00,2021-09-28 00:00:00,1279,21-Sep
lin2190183863,2020-11-06 00:00:00,2021-09-28 00:00:00,326,21-Sep
lin2190223768,2020-11-12 00:00:00,2021-09-28 00:00:00,320,21-Sep
lin2190181183,2020-11-05 00:00:00,2021-09-28 00:00:00,327,21-Sep
lin2090454942,2020-07-21 00:00:00,2021-09-28 00:00:00,434,21-Sep
lin2190195742,2020-11-16 00:00:00,2021-09-28 00:00:00,316,21-Sep
lin2090540739,2020-09-08 00:00:00,2021-09-28 00:00:00,385,21-Sep
lin2090340199,2020-05-08 00:00:00,2021-09-28 00:00:00,508,21-Sep
lin2190195737,2020-11-16 00:00:00,2021-09-28 00:00:00,316,21-Sep
lin2090457584,2020-07-21 00:00:00,2021-09-28 00:00:00,434,21-Sep
lin2090294880,2020-04-07 00:00:00,2021-09-28 00:00:00,539,21-Sep
lin2190195076,2020-11-12 00:00:00,2021-09-28 00:00:00,320,21-Sep
lin2190219689,2020-11-12 00:00:00,2021-09-28 00:00:00,320,21-Sep
lin2190162287,2020-11-02 00:00:00,2021-09-29 00:00:00,331,21-Sep
lin2190165586,2020-11-03 00:00:00,2021-09-29 00:00:00,330,21-Sep
lin2190167323,2020-11-03 00:00:00,2021-09-29 00:00:00,330,21-Sep
lin21902 1968,2020-11-12 00:00:00,2021-09-29 00:00:00,321,21-Sep
lin2190181184,2020-11-05 00:00:00,2021-09-28 00:00:00,327,21-Sep
lin2190181423,2020-11-09 00:00:00,2021-09-28 00:00:00,323,21-Sep
lin2090528506,2020-08-25 00:00:00,2021-09-28 00:00:00,399,21-Sep
lin2190196252,2020-11-12 00:00:00,2021-09-29 00:00:00,321,21-Sep
lin2190196254,2020-11-12 00:00:00,2021-09-29 00:00:00,321,21-Sep
lin2190195078,2020-11-12 00:00:00,2021-09-29 00:00:00,321,21-Sep
lin 209045758,2020-07-21 00:00:00,2021-09-30 00:00:00,436,21-Sep
lin2190195783,2020-11-16 00:00:00,2021-09-30 00:00:00,318,21-Sep
lin2090493077,2020-08-11 00:00:00,2021-09-30 00:00:00,415,21-Sep
lin2190195741,2020-11-16 00:00:00,2021-09-30 00:00:00,318,21-Sep
lin2090557232,2020-09-21 00:00:00,2021-10-01 00:00:00,375,21-Oct
lin2190219687,2020-11-12 00:00:00,2021-10-01 00:00:00,323,21-Oct
lin2190052954,2020-10-26 00:00:00,2021-10-06 00:00:00,345,21-Oct
lin2190201455,2020-11-23 00:00:00,2021-10-07 00:00:00,318,21-Oct
lin2190205756,2020-11-23 00:00:00,2021-10-07 00:00:00,318,21-Oct
lin2090548011,2020-09-14 00:00:00,2021-10-07 00:00:00,388,21-Oct
lin2190201714,2020-11-23 00:00:00,2021-10-07 00:00:00,318,21-Oct
lin2190204432,2020-11-20 00:00:00,2021-10-07 00:00:00,321,21-Oct
lin2190196687,2020-11-16 00:00:00,2021-10-07 00:00:00,325,21-Oct
lin2090456167,2020-07-21 00:00:00,2021-10-07 00:00:00,443,21-Oct
lin2090387258,2020-06-09 00:00:00,2021-10-07 00:00:00,485,21-Oct
lin2190195738,2020-11-16 00:00:00,2021-10-04 00:00:00,322,21-Oct
lin2190174381,2020-11-04 00:00:00,2021-10-04 00:00:00,334,21-Oct
lin2190195739,2020-11-16 00:00:00,2021-10-05 00:00:00,323,21-Oct
lin2190174382,2020-11-04 00:00:00,2021-10-12 00:00:00,342,21-Oct
lin2090285970,2020-03-27 00:00:00,2021-10-12 00:00:00,564,21-Oct
lin2190174705,2020-11-04 00:00:00,2021-10-12 00:00:00,342,21-Oct
lin2190002318,2020-09-28 00:00:00,2021-10-13 00:00:00,380,21-Oct
lin2190002657,2020-09-28 00:00:00,2021-10-13 00:00:00,380,21-Oct
lin2090544396,2020-09-10 00:00:00,2021-10-13 00:00:00,398,21-Oct
lin2190002723,2020-09-28 00:00:00,2021-10-13 00:00:00,380,21-Oct
lin2190201922,2020-11-23 00:00:00,2021-10-14 00:00:00,325,21-Oct
lin2190197962,2020-11-18 00:00:00,2021-10-14 00:00:00,330,21-Oct
lin2190195073,2020-11-12 00:00:00,2021-10-14 00:00:00,336,21-Oct
lin2190201921,2020-11-23 00:00:00,2021-10-14 00:00:00,325,21-Oct
lin2190205217,2020-11-20 00:00:00,2021-10-14 00:00:00,328,21-Oct
lin2190195075,2020-11-12 00:00:00,2021-10-14 00:00:00,336,21-Oct
lin2190183859,2020-11-09 00:00:00,2021-10-14 00:00:00,339,21-Oct
lin2190181911,2020-11-06 00:00:00,2021-10-14 00:00:00,342,21-Oct
lin2190190826,2020-11-12 00:00:00,2021-10-14 00:00:00,336,21-Oct
lin2190174446,2020-11-04 00:00:00,2021-10-15 00:00:00,345,21-Oct
lin2190032350,2020-10-15 00:00:00,2021-10-15 00:00:00,365,21-Oct
lin2190198395,2020-11-18 00:00:00,2021-10-15 00:00:00,331,21-Oct
lin2190174444,2020-11-04 00:00:00,2021-10-18 00:00:00,348,21-Oct
lin2090521459,2020-08-17 00:00:00,2021-10-18 00:00:00,427,21-Oct
lin2090548215,2020-09-14 00:00:00,2021-10-18 00:00:00,399,21-Oct
lin2190174443,2020-11-04 00:00:00,2021-10-18 00:00:00,348,21-Oct
lin2190181260,2020-11-09 00:00:00,2021-10-19 00:00:00,344,21-Oct
lin2190197051,2020-11-18 00:00:00,2021-10-19 00:00:00,335,21-Oct
lin2090463512,2020-07-24 00:00:00,2021-10-19 00:00:00,452,21-Oct
lin2190199737,2020-11-18 00:00:00,2021-10-19 00:00:00,335,21-Oct
lin2090548217,2020-09-14 00:00:00,2021-10-20 00:00:00,401,21-Oct
lin2190202772,2020-11-18 00:00:00,2021-10-20 00:00:00,336,21-Oct
lin2190203688,2020-11-23 00:00:00,2021-10-20 00:00:00,331,21-Oct
lin2190201137,2020-11-23 00:00:00,2021-10-20 00:00:00,331,21-Oct
lin2190201139,2020-11-23 00:00:00,2021-10-20 00:00:00,331,21-Oct
lin2190201138,2020-11-23 00:00:00,2021-10-20 00:00:00,331,21-Oct
lin2190203065,2020-11-20 00:00:00,2021-10-21 00:00:00,335,21-Oct
lin2190203687,2020-11-23 00:00:00,2021-10-21 00:00:00,332,21-Oct
lin2190203066,2020-11-20 00:00:00,2021-10-21 00:00:00,335,21-Oct
lin2190196692,2020-11-16 00:00:00,2021-10-21 00:00:00,339,21-Oct
lin2190204338,2020-11-23 00:00:00,2021-10-21 00:00:00,332,21-Oct
lin2190196939,2020-11-18 00:00:00,2021-10-21 00:00:00,337,21-Oct
lin2190196689,2020-11-16 00:00:00,2021-10-21 00:00:00,339,21-Oct
lin2090503199,2020-08-17 00:00:00,2021-10-21 00:00:00,430,21-Oct
lin2190183648,2020-11-18 00:00:00,2021-10-22 00:00:00,338,21-Oct
lin2190198396,2020-11-18 00:00:00,2021-10-22 00:00:00,338,21-Oct
lin2190197087,2020-11-18 00:00:00,2021-10-22 00:00:00,338,21-Oct
lin2190196927,2020-11-18 00:00:00,2021-10-22 00:00:00,338,21-Oct
lin2190201164,2020-11-23 00:00:00,2021-10-23 00:00:00,334,21-Oct
lin2090548026,2020-09-14 00:00:00,2021-10-25 00:00:00,406,21-Oct
lin2090548967,2020-09-14 00:00:00,2021-10-25 00:00:00,406,21-Oct
lin2090488749,2020-08-10 00:00:00,2021-10-26 00:00:00,442,21-Oct
lin2090404090,2020-06-22 00:00:00,2021-10-27 00:00:00,492,21-Oct
lin2190195782,2020-11-16 00:00:00,2021-10-28 00:00:00,346,21-Oct
lin2190201136,2020-11-23 00:00:00,2021-10-29 00:00:00,340,21-Oct
lin2190030853,2020-10-15 00:00:00,2021-10-29 00:00:00,379,21-Oct
lin2190201157,2020-11-23 00:00:00,2021-10-29 00:00:00,340,21-Oct
lin2090540722,2020-09-08 00:00:00,2021-10-29 00:00:00,416,21-Oct
lin2190030674,2020-10-15 00:00:00,2021-10-29 00:00:00,379,21-Oct
lin2190174706,2020-11-04 00:00:00,2021-11-01 00:00:00,362,21-Nov
lin2190171498,2020-11-04 00:00:00,2021-11-01 00:00:00,362,21-Nov
lin2190020340,2020-10-01 00:00:00,2021-11-02 00:00:00,397,21-Nov
lin2090445559,2020-07-16 00:00:00,2021-11-02 00:00:00,474,21-Nov
lin2190197881,2020-11-20 00:00:00,2021-11-02 00:00:00,347,21-Nov
lin2190025605,2020-10-01 00:00:00,2021-11-02 00:00:00,397,21-Nov
lin2090552725,2020-09-16 00:00:00,2021-11-02 00:00:00,412,21-Nov
lin2190021999,2020-10-01 00:00:00,2021-11-03 00:00:00,398,21-Nov
lin2190205195,2020-11-20 00:00:00,2021-11-03 00:00:00,348,21-Nov
lin2090079824,2019-11-13 00:00:00,2021-11-03 00:00:00,721,21-Nov
lin2190052797,2020-10-26 00:00:00,2021-11-03 00:00:00,373,21-Nov
lin2190197883,2020-11-20 00:00:00,2021-11-03 00:00:00,348,21-Nov
lin2190199738,2020-11-18 00:00:00,2021-11-03 00:00:00,350,21-Nov
lin2090471428,2020-07-28 00:00:00,2021-11-03 00:00:00,463,21-Nov
lin2190204430,2020-11-20 00:00:00,2021-11-04 00:00:00,349,21-Nov
lin2190203067,2020-11-20 00:00:00,2021-11-04 00:00:00,349,21-Nov
lin2190213030,2020-11-24 00:00:00,2021-11-05 00:00:00,346,21-Nov
lin2090552727,2020-06-09 00:00:00,2021-11-09 00:00:00,518,21-Nov
lin2090540102,2020-09-08 00:00:00,2021-11-09 00:00:00,427,21-Nov
lin2090540485,2020-09-08 00:00:00,2021-11-09 00:00:00,427,21-Nov
lin2190443929,2021-07-23 00:00:00,2021-11-10 00:00:00,110,21-Nov
lin2090351259,2020-05-19 00:00:00,2021-11-10 00:00:00,540,21-Nov
lin2190229834,2020-11-25 00:00:00,2021-11-16 00:00:00,356,21-Nov
lin2190205200,2020-11-20 00:00:00,2021-11-16 00:00:00,361,21-Nov
lin2190302374,2021-03-02 00:00:00,2021-11-16 00:00:00,259,21-Nov
lin2190163832,2020-11-02 00:00:00,2021-11-16 00:00:00,379,21-Nov
lin2190169793,2020-11-02 00:00:00,2021-11-16 00:00:00,379,21-Nov
lin1990089852,2018-11-13 00:00:00,2021-11-17 00:00:00,1100,21-Nov
lin2090488750,2020-08-10 00:00:00,2021-11-17 00:00:00,464,21-Nov
lin2190377239,2021-05-20 00:00:00,2021-11-17 00:00:00,181,21-Nov
lin2190031012,2020-10-14 00:00:00,2021-11-17 00:00:00,399,21-Nov
lin2190240554,2020-11-27 00:00:00,2021-11-17 00:00:00,355,21-Nov
lin2190237047,2020-11-27 00:00:00,2021-11-18 00:00:00,356,21-Nov
lin2190008772,2020-09-30 00:00:00,2021-11-18 00:00:00,414,21-Nov
lin2190171441,2020-11-04 00:00:00,2021-11-18 00:00:00,379,21-Nov
lin2190223291,2020-11-25 00:00:00,2021-11-18 00:00:00,358,21-Nov
lin2190229674,2020-11-25 00:00:00,2021-11-18 00:00:00,358,21-Nov
lin2190223292,2020-11-25 00:00:00,2021-11-18 00:00:00,358,21-Nov
lin2190196465,2020-11-18 00:00:00,2021-11-18 00:00:00,365,21-Nov
lin2190205755,2020-11-23 00:00:00,2021-11-19 00:00:00,361,21-Nov
lin2090540741,2020-09-08 00:00:00,2021-11-16 00:00:00,434,21-Nov
lin2090372581,2020-06-03 00:00:00,2021-11-22 00:00:00,537,21-Nov
lin2190367108,2021-05-11 00:00:00,2021-11-22 00:00:00,195,21-Nov
lin2190204431,2020-11-20 00:00:00,2021-11-30 00:00:00,375,21-Nov
lin2190241060,2020-11-30 00:00:00,2021-12-02 00:00:00,367,21-Dec
lin2190238766,2020-11-30 00:00:00,2021-12-02 00:00:00,367,21-Dec
lin2190238768,2020-11-30 00:00:00,2021-12-02 00:00:00,367,21-Dec
lin2190236370,2020-11-27 00:00:00,2021-12-02 00:00:00,370,21-Dec
lin2190238767,2020-11-30 00:00:00,2021-12-02 00:00:00,367,21-Dec
lin2190238803,2020-11-30 00:00:00,2021-11-30 00:00:00,365,21-Nov
lin2190238804,2020-11-30 00:00:00,2021-11-30 00:00:00,365,21-Nov
lin2190012769,2020-10-01 00:00:00,2021-12-01 00:00:00,426,21-Dec
lin2190240556,2020-11-27 00:00:00,2021-12-01 00:00:00,369,21-Dec
lin2190238806,2020-11-30 00:00:00,2021-12-01 00:00:00,366,21-Dec
lin2190238805,2020-11-30 00:00:00,2021-12-01 00:00:00,366,21-Dec
lin2190052796,2020-10-26 00:00:00,2021-12-06 00:00:00,406,21-Dec
lin2190346035,2020-09-28 00:00:00,2021-12-07 00:00:00,435,21-Dec
lin2190213031,2020-11-24 00:00:00,2021-12-07 00:00:00,378,21-Dec
lin2190243584,2020-12-04 00:00:00,2021-12-08 00:00:00,369,21-Dec
lin2190248101,2020-12-04 00:00:00,2021-12-08 00:00:00,369,21-Dec
lin2190196690,2020-11-16 00:00:00,2021-12-09 00:00:00,388,21-Dec
lin2090296982,2020-04-08 00:00:00,2021-12-17 00:00:00,618,21-Dec
lin2090463605,2020-07-24 00:00:00,2021-12-20 00:00:00,514,21-Dec
lin2190245155,2020-12-04 00:00:00,2021-12-22 00:00:00,383,21-Dec
lin2190244884,2020-12-04 00:00:00,2021-12-22 00:00:00,383,21-Dec
lin2190244572,2020-12-04 00:00:00,2021-12-22 00:00:00,383,21-Dec
lin2190216262,2020-11-24 00:00:00,2021-12-29 00:00:00,400,21-Dec
